math score,reading score,writing score,math_score_scaled,reading_score_scaled,writing_score_scaled,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none,parental_education_level,avg_reading_writing,avg_reading_writing_scaled,prep_education_interaction,math score_outlier,reading score_outlier,writing score_outlier
65,81,73,0.65,0.7710843373493976,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,77.0,0.7341040462427746,0,False,False,False
78,72,70,0.78,0.6626506024096386,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,71.0,0.6647398843930635,2,False,False,False
50,53,58,0.5,0.4337349397590362,0.5333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,55.5,0.48554913294797686,0,False,False,False
69,75,78,0.6900000000000001,0.6987951807228916,0.7555555555555555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,76.5,0.7283236994219653,0,False,False,False
88,89,86,0.88,0.8674698795180723,0.8444444444444444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,87.5,0.8554913294797687,0,False,False,False
18,32,28,0.18,0.18072289156626506,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,30.0,0.1907514450867052,0,True,False,False
46,42,46,0.46,0.3012048192771085,0.4000000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5,44.0,0.35260115606936415,5,False,False,False
54,58,61,0.54,0.49397590361445787,0.5666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,59.5,0.5317919075144508,0,False,False,False
66,69,63,0.66,0.6265060240963856,0.5888888888888889,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,66.0,0.6069364161849711,0,False,False,False
65,75,70,0.65,0.6987951807228916,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,72.5,0.6820809248554913,2,False,False,False
44,54,53,0.44,0.4457831325301205,0.4777777777777778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,53.5,0.4624277456647399,0,False,False,False
69,73,73,0.6900000000000001,0.674698795180723,0.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,73.0,0.6878612716763005,0,False,False,False
74,71,80,0.74,0.6506024096385543,0.7777777777777778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,75.5,0.7167630057803468,4,False,False,False
73,74,72,0.73,0.6867469879518073,0.6888888888888889,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5,73.0,0.6878612716763005,0,False,False,False
69,54,55,0.6900000000000001,0.4457831325301205,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,54.5,0.47398843930635837,0,False,False,False
67,69,75,0.67,0.6265060240963856,0.7222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,72.0,0.676300578034682,0,False,False,False
70,70,65,0.7000000000000001,0.6385542168674699,0.611111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,67.5,0.6242774566473989,0,False,False,False
62,70,75,0.62,0.6385542168674699,0.7222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5,72.5,0.6820809248554913,0,False,False,False
69,74,74,0.6900000000000001,0.6867469879518073,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,74.0,0.699421965317919,0,False,False,False
63,65,61,0.63,0.5783132530120483,0.5666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,63.0,0.5722543352601156,0,False,False,False
56,72,65,0.56,0.6626506024096386,0.611111111111111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,68.5,0.6358381502890174,0,False,False,False
40,42,38,0.4,0.3012048192771085,0.3111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,40.0,0.3063583815028902,0,False,False,False
97,87,82,0.97,0.8433734939759038,0.7999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,84.5,0.8208092485549132,0,False,False,False
81,81,79,0.81,0.7710843373493976,0.7666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,80.0,0.7687861271676301,3,False,False,False
74,81,83,0.74,0.7710843373493976,0.8111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,82.0,0.791907514450867,0,False,False,False
50,64,59,0.5,0.5662650602409639,0.5444444444444444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,61.5,0.5549132947976878,0,False,False,False
75,90,88,0.75,0.8795180722891568,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,89.0,0.8728323699421966,3,False,False,False
57,56,57,0.5700000000000001,0.4698795180722892,0.5222222222222221,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,56.5,0.49710982658959535,0,False,False,False
55,61,54,0.55,0.5301204819277109,0.4888888888888889,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3,57.5,0.5086705202312138,0,False,False,False
58,73,68,0.58,0.674698795180723,0.6444444444444444,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,70.5,0.6589595375722543,0,False,False,False
53,58,65,0.53,0.49397590361445787,0.611111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,61.5,0.5549132947976878,0,False,False,False
59,65,66,0.59,0.5783132530120483,0.6222222222222222,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,65.5,0.6011560693641619,2,False,False,False
50,56,54,0.5,0.4698795180722892,0.4888888888888889,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,55.0,0.47976878612716767,0,False,False,False
65,54,57,0.65,0.4457831325301205,0.5222222222222221,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,55.5,0.48554913294797686,0,False,False,False
55,65,62,0.55,0.5783132530120483,0.5777777777777777,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,63.5,0.5780346820809248,3,False,False,False
66,71,76,0.66,0.6506024096385543,0.7333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,73.5,0.6936416184971098,0,False,False,False
57,74,76,0.5700000000000001,0.6867469879518073,0.7333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,75.0,0.7109826589595376,3,False,False,False
82,84,82,0.8200000000000001,0.8072289156626508,0.7999999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,83.0,0.8034682080924855,1,False,False,False
53,55,48,0.53,0.45783132530120485,0.4222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,51.5,0.4393063583815029,0,False,False,False
77,69,68,0.77,0.6265060240963856,0.6444444444444444,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,68.5,0.6358381502890174,3,False,False,False
53,44,42,0.53,0.32530120481927716,0.35555555555555557,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,43.0,0.34104046242774566,0,False,False,False
88,78,75,0.88,0.7349397590361446,0.7222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,76.5,0.7283236994219653,0,False,False,False
71,84,87,0.71,0.8072289156626508,0.8555555555555555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,85.5,0.8323699421965318,0,False,False,False
33,41,43,0.33,0.28915662650602414,0.3666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,42.0,0.32947976878612717,0,False,False,False
82,85,86,0.8200000000000001,0.819277108433735,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,85.5,0.8323699421965318,3,False,False,False
52,55,49,0.52,0.45783132530120485,0.4333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,52.0,0.4450867052023121,0,False,False,False
58,59,58,0.58,0.5060240963855422,0.5333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,58.5,0.5202312138728323,2,False,False,False
0,17,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,13.5,0.0,0,True,True,True
79,74,72,0.79,0.6867469879518073,0.6888888888888889,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,73.0,0.6878612716763005,4,False,False,False
39,39,34,0.39,0.2650602409638554,0.26666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,36.5,0.2658959537572254,0,False,False,False
62,61,55,0.62,0.5301204819277109,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,58.0,0.5144508670520231,0,False,False,False
69,80,71,0.6900000000000001,0.7590361445783133,0.6777777777777778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,75.5,0.7167630057803468,0,False,False,False
59,58,59,0.59,0.49397590361445787,0.5444444444444444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,58.5,0.5202312138728323,0,False,False,False
67,64,61,0.67,0.5662650602409639,0.5666666666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,62.5,0.5664739884393063,0,False,False,False
45,37,37,0.45,0.24096385542168677,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,37.0,0.2716763005780346,0,False,False,False
60,72,74,0.6,0.6626506024096386,0.7111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,73.0,0.6878612716763005,0,False,False,False
61,58,56,0.61,0.49397590361445787,0.5111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,57.0,0.5028901734104047,0,False,False,False
39,64,57,0.39,0.5662650602409639,0.5222222222222221,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,60.5,0.5433526011560693,0,False,False,False
58,63,73,0.58,0.5542168674698795,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,68.0,0.630057803468208,2,False,False,False
63,55,63,0.63,0.45783132530120485,0.5888888888888889,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,59.0,0.5260115606936416,2,False,False,False
41,51,48,0.41000000000000003,0.40963855421686746,0.4222222222222222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,49.5,0.4161849710982659,0,False,False,False
61,57,56,0.61,0.4819277108433735,0.5111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,56.5,0.49710982658959535,0,False,False,False
49,49,41,0.49,0.3855421686746988,0.34444444444444444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,45.0,0.36416184971098264,0,False,False,False
44,41,38,0.44,0.28915662650602414,0.3111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,39.5,0.3005780346820809,0,False,False,False
30,26,22,0.3,0.10843373493975902,0.13333333333333336,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,24.0,0.12138728323699419,0,False,True,True
80,78,81,0.8,0.7349397590361446,0.7888888888888889,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4,79.5,0.7630057803468208,4,False,False,False
61,74,72,0.61,0.6867469879518073,0.6888888888888889,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,73.0,0.6878612716763005,0,False,False,False
62,68,68,0.62,0.6144578313253013,0.6444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,68.0,0.630057803468208,0,False,False,False
47,49,50,0.47000000000000003,0.3855421686746988,0.4444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,49.5,0.4161849710982659,0,False,False,False
49,45,45,0.49,0.33734939759036153,0.3888888888888889,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,45.0,0.36416184971098264,0,False,False,False
50,47,54,0.5,0.3614457831325302,0.4888888888888889,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,50.5,0.4277456647398844,2,False,False,False
72,64,63,0.72,0.5662650602409639,0.5888888888888889,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,63.5,0.5780346820809248,0,False,False,False
42,39,34,0.42,0.2650602409638554,0.26666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,36.5,0.2658959537572254,0,False,False,False
73,80,82,0.73,0.7590361445783133,0.7999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,81.0,0.7803468208092486,0,False,False,False
76,83,88,0.76,0.7951807228915663,0.8666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,85.5,0.8323699421965318,0,False,False,False
71,71,74,0.71,0.6506024096385543,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,72.5,0.6820809248554913,0,False,False,False
58,70,67,0.58,0.6385542168674699,0.6333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,68.5,0.6358381502890174,0,False,False,False
73,86,82,0.73,0.8313253012048193,0.7999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,84.0,0.815028901734104,0,False,False,False
65,72,74,0.65,0.6626506024096386,0.7111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,73.0,0.6878612716763005,0,False,False,False
27,34,36,0.27,0.20481927710843376,0.2888888888888889,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,35.0,0.24855491329479765,0,False,False,False
71,79,71,0.71,0.746987951807229,0.6777777777777778,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,75.0,0.7109826589595376,0,False,False,False
43,45,50,0.43,0.33734939759036153,0.4444444444444445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,47.5,0.3930635838150289,3,False,False,False
79,86,92,0.79,0.8313253012048193,0.9111111111111112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,89.0,0.8728323699421966,0,False,False,False
78,81,82,0.78,0.7710843373493976,0.7999999999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,81.5,0.7861271676300577,3,False,False,False
65,66,62,0.65,0.5903614457831325,0.5777777777777777,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,64.0,0.5838150289017341,0,False,False,False
63,72,70,0.63,0.6626506024096386,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,71.0,0.6647398843930635,2,False,False,False
58,67,62,0.58,0.6024096385542169,0.5777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,64.5,0.5895953757225434,0,False,False,False
65,67,62,0.65,0.6024096385542169,0.5777777777777777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4,64.5,0.5895953757225434,0,False,False,False
79,67,67,0.79,0.6024096385542169,0.6333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,67.0,0.6184971098265896,0,False,False,False
68,74,74,0.68,0.6867469879518073,0.7111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4,74.0,0.699421965317919,4,False,False,False
85,91,89,0.85,0.8915662650602411,0.8777777777777778,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,90.0,0.884393063583815,0,False,False,False
60,44,47,0.6,0.32530120481927716,0.41111111111111115,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,45.5,0.36994219653179194,1,False,False,False
98,86,90,0.98,0.8313253012048193,0.8888888888888888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,88.0,0.861271676300578,2,False,False,False
58,67,72,0.58,0.6024096385542169,0.6888888888888889,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,69.5,0.6473988439306358,0,False,False,False
87,100,100,0.87,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5,100.0,0.9999999999999999,0,False,False,False
66,63,64,0.66,0.5542168674698795,0.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,63.5,0.5780346820809248,3,False,False,False
52,76,70,0.52,0.710843373493976,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,73.0,0.6878612716763005,0,False,False,False
70,64,72,0.7000000000000001,0.5662650602409639,0.6888888888888889,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,68.0,0.630057803468208,0,False,False,False
77,89,98,0.77,0.8674698795180723,0.9777777777777779,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,93.5,0.9248554913294796,3,False,False,False
62,55,49,0.62,0.45783132530120485,0.4333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,52.0,0.4450867052023121,0,False,False,False
54,53,47,0.54,0.4337349397590362,0.41111111111111115,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,50.0,0.4219653179190751,0,False,False,False
51,58,54,0.51,0.49397590361445787,0.4888888888888889,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2,56.0,0.49132947976878616,0,False,False,False
99,100,100,0.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,100.0,0.9999999999999999,4,False,False,False
84,77,74,0.84,0.7228915662650603,0.7111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,75.5,0.7167630057803468,0,False,False,False
75,85,82,0.75,0.819277108433735,0.7999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,83.5,0.8092485549132947,0,False,False,False
78,82,79,0.78,0.783132530120482,0.7666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4,80.5,0.7745664739884393,0,False,False,False
51,63,61,0.51,0.5542168674698795,0.5666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,62.0,0.5606936416184971,0,False,False,False
55,69,65,0.55,0.6265060240963856,0.611111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,67.0,0.6184971098265896,0,False,False,False
79,92,89,0.79,0.9036144578313253,0.8777777777777778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4,90.5,0.8901734104046243,4,False,False,False
91,89,92,0.91,0.8674698795180723,0.9111111111111112,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,90.5,0.8901734104046243,3,False,False,False
88,93,93,0.88,0.9156626506024098,0.9222222222222223,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,93.0,0.9190751445086706,2,False,False,False
63,57,56,0.63,0.4819277108433735,0.5111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,56.5,0.49710982658959535,0,False,False,False
83,80,73,0.8300000000000001,0.7590361445783133,0.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,76.5,0.7283236994219653,0,False,False,False
87,95,86,0.87,0.9397590361445783,0.8444444444444444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,90.5,0.8901734104046243,0,False,False,False
72,68,67,0.72,0.6144578313253013,0.6333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,67.5,0.6242774566473989,0,False,False,False
65,77,74,0.65,0.7228915662650603,0.7111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,75.5,0.7167630057803468,2,False,False,False
82,82,74,0.8200000000000001,0.783132530120482,0.7111111111111111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5,78.0,0.7456647398843931,0,False,False,False
51,49,51,0.51,0.3855421686746988,0.45555555555555555,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,50.0,0.4219653179190751,0,False,False,False
89,84,82,0.89,0.8072289156626508,0.7999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5,83.0,0.8034682080924855,0,False,False,False
53,37,40,0.53,0.24096385542168677,0.33333333333333337,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,38.5,0.2890173410404624,0,False,False,False
87,74,70,0.87,0.6867469879518073,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,72.0,0.676300578034682,2,False,False,False
75,81,84,0.75,0.7710843373493976,0.8222222222222222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2,82.5,0.7976878612716762,2,False,False,False
74,79,75,0.74,0.746987951807229,0.7222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,77.0,0.7341040462427746,4,False,False,False
58,55,48,0.58,0.45783132530120485,0.4222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4,51.5,0.4393063583815029,0,False,False,False
51,54,41,0.51,0.4457831325301205,0.34444444444444444,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,47.5,0.3930635838150289,0,False,False,False
70,55,56,0.7000000000000001,0.45783132530120485,0.5111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,55.5,0.48554913294797686,0,False,False,False
59,66,67,0.59,0.5903614457831325,0.6333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,66.5,0.6127167630057804,0,False,False,False
71,61,69,0.71,0.5301204819277109,0.6555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,65.0,0.5953757225433526,2,False,False,False
76,72,71,0.76,0.6626506024096386,0.6777777777777778,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,71.5,0.6705202312138728,0,False,False,False
59,62,64,0.59,0.5421686746987953,0.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,63.0,0.5722543352601156,0,False,False,False
42,55,54,0.42,0.45783132530120485,0.4888888888888889,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2,54.5,0.47398843930635837,2,False,False,False
